transaction_hash,input_addresses,input_values,output_addresses,output_values,transaction_fee
3ad2426c974ad236e53c204cabba2eba93f90b882c6417e657ad86743c24d89c,1JiXFgUp2WUXtPKfpVwrLEZqVhsTwnm9Fs,439380,142NT6eydHerbQvnp6A3dEPuBYqGXupuip,414240,25140
3b393bee6060494a6cedfc36604ba6ad23b49fa0c772f8ce0330af52c0bff360,1F14hf631skuNpQxkbg24T3yhcGQ5CdjYV:1FkCunSeXrysZfWXLXMRWufEMuXSGLBShE,114593100:147086857,3P8tXzTyG89d4f5jJ5rbfk4SgBXznY3PEd:1L4ncif9hh9TnUveqWq77HfWWt6CJWtrnb:177eccd2wW7Kniez6Hiittp8qkiV65iYtJ:12hmjqznmbeZiRsh7obUMv6LBrzYh4QCN5,9513466:93000000:156813345:2317433,35713
83a555b547102665d65d6c4973cc3b1ab35db4a7c6ed92513e720d4e68a2b263,bc1qdm92ahj6mn0ntvv920x0qu8jqmpntduhm5tl23,74678,1FqkU3VT7RpimxhSb4PevBhpcfthcbn34V,74328,350
092eeef44f3153dcd3f1724578ca196b540e7862779d020e95408872c34db5b2,bc1q55lqvq3rrvsde2l9nlzmx5tv6p6gq562cq7ux0,162434,3LXXVEsTti2aG1243rMwzhZSMsyfF4GJQe:bc1qy99phppnxj7hrtuucqjpkp0tm59k7lvc2vc6jd,90518:71586,330
eb5cf7915885fc4e3127603fc9a62fd5a5270df310479576fd12f08ee3769a97,bc1qc5uug95x9qnxky26kle07pvpnnfqw2padth5xu,1468820,1CSghsvTCSziARkcuCk2eeNk68LxTxVJnk:bc1q4l8dqsq0fxsr4yucgqlyluq84lpfpumkpq687d,646418:822066,336
78d351bd49f0e80e784d5aa762b028046b0505f66c6979ba072cc0f63b4f86bc,3QYmEZmsFZLRcFLFGwewYM6iaG24xb8gj5,13579997,37G1DEs4JD7GxLxs5pkLBHMiQFLNemnpmh:1CPidYvHWoWtSBKiTAij2dxnWt2jvP9Ars:bc1qk8ekcrsmzu597xrte6sfmnzfv06d9q8aagjv7w:3QYmEZmsFZLRcFLFGwewYM6iaG24xb8gj5,530730:528026:1888848:10626702,5691
08757ee2a60fa29b532d231956118f441e71ddbdb03ddba580f65c82a4dc480f,1A69jSBGTFacVUNhT4W5JpVtRPoiKP8Lpy,20953,3PTSRmSjXFkJQBaNjFwTKxNZRj9zK4MaFP,20374,579
cd89253961b19a41e2b86e318475035b8c801bc4f68dee5c02fa43d273115022,1U81JRUEFiRwk6cyatedV9ETDxtbXMP9J,2533118583,113Yv6hdASCPyMnmnc6zStQvQPZme6QhWj:1U81JRUEFiRwk6cyatedV9ETDxtbXMP9J,33129000:2499976163,13420
360165f772192c4ae3fc9dd0fb928dff44817a32f9b0c149507bc0f53ce7a7ac,bc1q086szcj40g7rfuq9lmln2s3tulh79q74l5csxt,403051,1Q98QMbdEqwDzuKA9fw791poiwhfRrkSKc:bc1q339kl4lyghvcqgsn9y0f2g6t4yw5rz3y8hnp4t,378207:24508,336
97b1be2d63d32f10f4ddeaec44aba81170410a7b824ab52fb3485ceedcd7f7e4,385FWzFM3wFoq7kUtTR2wLvRzAd64xrfGa,1570281,3DbjqgkKQUuzKGcC3HzBNqYwJTVFzcPA2Z:bc1qpwgggyc57u0umthcytvgf2764qa933mm8sgann:17yndgUotS2cCq2DNBQaLTYJBySWXYzo2G,7851:62812:1498562,1056
2438a69d8b2e29535ae7bef983611221a3b940c691749b3cb59691a099d8edd0,13SKJVkGCKja2oqZTAHjXLN9qNWV6XmVxF:17Q7SuA9jem2nCEXPpVkWV7tLms1dKFst6:1EuyowuRbJdcj8LihwNLVJVYAyLdpqTbz9,43842094:83217741:15885393,1Fv2fpsb7vrAUbfU2wz75rTrMTNZN78Qwb,142929478,15750
3be2ab1d66b75fa2ad931b475046e7b1db79266b2357cbd997bd3a9d8f749f79,bc1qewxtyyg0j4pvjcgawmc9433uuevkrsrjgdp4lc,9114,3PPSK9s9dSk4YojGaGDgpo4wC54EKs1V2o,8106,1008
ff7dfa59f872d4f48a570a63eb8b386a67010d0028941e6c8ecba78dd485358f,bc1q80nj5y2a5kk9pskjm92n9e8dndw5xvkt6qculd,1068547,bc1q80nj5y2a5kk9pskjm92n9e8dndw5xvkt6qculd,1068294,253
6a4cf2e279563f62e97fdb7e28c94ca5eea340c78d5e3362c7177bb2ab7aa974,3QfJUm7sYq22as3mMMzJSAyLvxBi1NZcEe:31zfaoaJHEphhG5rLcKJqtuiwLVp2aa4EA:3AhzwaezPU5VZZWdCaStN3QR7kvRKj6xQa,137716:25200208:3700401,32dBYcSokAeLU4ZKhvRryCCU8CSa2tt3YS,29000000,38325
c3f548ed9247d8c240bd64002459ef315e6c91613fabc530d860f69b727c6d85,14V7ZeRPqh5ycvLX6EpyZNyNXTSuzn7Dhn,88275,31wN4Xo2agwuFe1RqQdGa77EQuZ9HP89x7,75736,12539
65ef06e2de6d753c0957167a5ed5d8ef3d85cfe7194bff0732b1ef326ef0a195,bc1qchq2w7m8vrurczw5te7zyk73vsu57wp25aaq7f,22358560,12jiruodbYi2Virsg383zKMJFkwHhRF7jL,22354528,4032
ba421e5030f289285d9d7755c9440419b86fbd1f481c50a85f22ff0746de48c2,3FPGRy9sRHp1UYNezZP1BFAj3cvEHZNHZj,2050166,3ETghLinRq2MySBrKXKBnejMcAdY5pvTeX:3FPGRy9sRHp1UYNezZP1BFAj3cvEHZNHZj,714052:1331788,4326
cb161d21f8d9357ab7f3a3875d3b2a17b895c9e37da255cf6daed32c99a721c5,1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s:1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s,2000000000:125809602,3P3jVJHBh8ysDWxkBZUjaGae62tS5rUs9f:39Lv97eq198nWCcJyFgr9ti1zD1hyjAmND:3BDTmqcyKBQBq8p6Dd3ZGnayVXRw95zy3u:1CxfgiQmjbdSkoajsMGNPXkeHcyfsYPkKS:bc1qezrx7eu9wadghugamxa883wxx00lc0kc6y80zd:bc1qdze08wk7n0fkh8yxzssshhtlfq7y2hjwsfjr9z:3DgExsUxQSDaYhBWE9ANmoYMkSGNd7Rq7T:19vsmUxibfX6TYmbVN8tKwbbWLAJ6dnGys:37K7bnct9NdxkLftAw65e7j5cbYS6LHUPr:3EUaNKMCGwoseP9rLAaqRvrmidnD6EJMgU:3JnzexyfDAdUoAseF1LwTjAZochG7xo5Sc:bc1qsyzsv06trcxy2t3sjh6kqzn45f7wxd226jgxc8:bc1q8k28d8zg9n6spztwuzlc9swk30tlt50hdz45cg:3GQUnXrWWpfr7Hgq3haZxQ99xkEFTYKx6M:38WvaugfTiVLCELtypJ3FWakfeJctBGifL:13wiTfpETYQLZLwGWTuy6UmFsH1qD5tKpC:3Cc7JQRz1BCYZzn2jv4QbVVH511V4MdTNL:3LxdErEVbAXRDeUwkZodfFfN2dhjCRAk7w:3DADd3SupakVzEEMjqJt1r8PjD4hDpdyEL:bc1q7krrxtte47wzhj3yxrrnzutkvrjn37j8s7uttg:3BvyRMvCj6jU9pSeaRRo1tj9w429W73t9m:bc1qzzqaekzn90lat979qydakqasuzvy4u8mcldnkl:1DmZYPMGXF56Z9UT9rWLTQTbGCuhM33iRP:1GyGtV8RkeEhHuYLxY7nPR9WhoN6xRjQVA:1Ao8aiJTPSt594aEZrTyvFwTr3s4chMK6L:35gHuxDkYMEETK5bXCTDen9rCv5dGz3i7Z:bc1qzh3vr4prczkppm7gpmxhuchvc0gpca6pjj2vvk:1CG9DV8CgJuzotvWWuu5iHdYAx9fbXc6v5:3R1y8QwpcfTjg181WS6VeatYubKvaopBxh:3LHQgG8PpcDPR4Nbzen9Ap8589L1A8o7ua,1364827:713884:768185:641626:943000:130200:412778:111700:2414174:118210050:169943000:893977:26426303:630000:2542000:91998:5824123:15005900:2019780:2854819:1044768928:158626734:12531576:3119000:253700:504611720:873000:1502864:1127411:46325045,127300
09edbcbde646bc6aa22c92ea0fb890b0cd2be6a907a16b7296a7c5863b99a8ad,1Jza5mfuHNmpMYVV2mbc2jysEKzCmshCTW,2560000,1ByhuBe28goYv9aCbrTRWdWqrmtp2314bm,2550734,9266
37f1bc88f1c5cc40fd5db0e288d32ebd9c8927c07be95a8bfeb1703d45f5e862,13JkKj5z3P9gYzDanGieJVW6Cv6zonNkZK,428826,bc1qhk2q87fludxvnf06uay6tplsedql6fkmepqcjh:1Gn4xBWTmWjzYGW8KaM7VEioArsPWSn4FQ,384244:31937,12645
9cb435781bce592a50baba6411945b4b3d9416e53caa514f215fceea8c628d45,bc1q6wt6kqewnan9gm7ndgvl7eftn67m8lhgkwm0w6,784092801,36dNN7Mv2nARU1bgGPe4bQH71usJ17pbax:14uyjUdReedhqJ8HyKQUU2n531Z2YUrBJA:3JQi5Jm2f8MPyW1ULSgHFftE6814Y1riSM:3KTTYBEA5Twz4xm5EuVG62nbukPH1CxuWg:3951HPM7zPxym5KdiEe9xtuzNbDtuNYg7n:19LqsXL6YsrvyJzrjveNCCfYaNADuRHPNR:1KSGeqw5XoAmqygPj6nxQK3DSewoCDD7uX:bc1q93upyew3t6x6jg9ewztt6vp9fu4lcp7k9gr6el:1D29SGXBFKy6E4Mx6fnDyzRNKWusBDRSVw:3AfNGm2yxN69skP9tWzVQhBk1jxQW7CucB:3FGtwvamkgPeauG3NGgovwTYLbafFTZUpn:3LPcoiiFNCSB4nCGja1XFxGk2DPeWicYs3:1ND88yLW8DMTDXgmtPJgYh7ZukSL5VoKXC:3DYYNReU6CEdMDsRFvFgTfsPH158MzxTLE:3AFt3QomWzAkgM4Yo83MxMniaWcVXDrVMq:3Kny7AfywUpDWH7D3rjF2eCRVVAwXtBriM:bc1qf5y9gqt0puh0xr88l5fm2lg8lkc7ndr7sjv05z:3MEzegUAwSxW5fLE8s8oAaATgyQuwo5aQx:1LCtqmtbjhcrKzw2tvdrbwLbixGEKL3AVE:3HqHMyBDBGptAiDMRRDuwiZGe8Y7fLqV3U:bc1qwymxzhqprz5r8yd59ml3dpdrmvs0382hjp6wll:1MkekxghqkMULdtTHHy5wS9Fwh2qnXqfJH:3JpeiCSwsf5VyCkTDsFGLwukq2UfMw7uPQ:3EiasR26mwXnCgff9teeeU7fnceoe4v6a8:3Gw56X7dKdpBqMp3j1MDfvd2P6FH1KLZG8:18vqVPrmrqbcT4hS4Pevks8sHnPuVEgYgn:17vLbbQrdpY2sdX9qdSkimMZsvWgUMhrNa:13oVLAu82RZxvg7GS1bCagJ1oiQZC3NQFW:3EPveVsY5S38ctFEFoGUT6VhKVjWGsQJiy:bc1q34mue72qywrzagd22haal0evtxjs8s7s5ut06v:3B4HsCoaL7bW81h7JboDqig9d7oS4axZvm:bc1q9c0jrxvmqat2z26xe4u3e4l5hmhqee5x2tx88d:19rc98XFmCM2QcQv85EQUGooUq33aTJeKx:3AS3S95YFNVD7hgiqVqguR74ejG1oZf8H8:3Bh3Jmquuq9acHc6jcnJTAufteHv8T3ukj:13h2JdATerQdKxaBw5GM7gJ3JzCNcKuUY2:3GAqbQNT3w6pfMAXmYDGB11NGB2p3T27xm:14KCAQYsThVjGwWvXT4TbcPpUKDuL48dwJ:1HQLQhYFUPDmHTHizrtwKBW2KrmHHpY53W:1KdQwzmrbPLCubmwkJ66Snnh9X9TReSFXR:1Nm621pJ6KiicSotJokCFdGEeHNXjLcugu:33YCAHCiBRoMK9M6bfSX1k29jUdXPgFGgC:1PCPDEFJPWhUprGRypJTTRwXeQ61gfLeJH:1JBPcSB88NCDNmx4RMoJqLKzwWRhx7pDmw:36GMKqhuWrHG4xf2bxMFqbWYc8w5r8wb94:bc1q5y2g4wawl2ujstl0v2kwss8xszcd4pxwjjkhf2:3Pjs8N22oNgRhjj5nJQXmvML154AUua8Sf:19W1QnGbxzBbhNdJfFpNgk2U27UHy79FhH:34UHyyLrM7TaJDiVhXtjWGQFpEp8qMNZzb:3GZpATurz7Lk8aNQREHgm7CPLh2dWqwZBF:36GJ3UNq1wAr3wnSY4AvP5cnc365j7UGsb:3Kzi5ocaYNG67JKE8VtEokXaiHxaMRkx9H:3P1iZUUPEGpmgKE4SKhdLo3bnyaSC67ynA:3BSpgfuFiLQAGSEMBmJHXSLpx25RdbCg7y:3DoUYh3N9Fwdhjwjatkp7chbj6JboxLShf:1CCPcGtTuBnXRb6Fp6zLWjzQSy6no4zBSe:bc1q52hd9j6faaz5lg943ch0y6e9y9qpupx7mx4zyd:bc1qjj9e0he5g0a0pnyhun7qqeg0fl53sw8vw2n9xu:31jEdfHRPtJB12KFsPjUA7ig3cFB5m1CwB:3C9Lx534vDMrUmDxDD4HJzNLKZdHMD6EDe:bc1qag53sg9035eer5y3s58qdl7lgdf723tda03ff9,1583343:3167462:410484:40809:905354:632167:631999:13747671:78987:56591:17427:317155:78546:67292:12830:633286:698324556:158334:15833:293873:100000:149530:377341:1081638:316224:1547235:14830:10015:95016:42136768:76977:3020630:105202:1579509:158470:145000:981582:174168:1259586:791671:316253:177700:244902:32030:1373535:790000:1592580:197542:81012:123659:132704:142501:500000:221668:852215:117728:633337:95001:61408:699837:300835,110963
c0956c3aef58ff444514b466fbcf075e0bc74c751db0eb29b03d97ed1cb6786a,36yTMgg4EbnsXPsuetDVLKreSdrf3eKf2n:382aG2rewEBzsAKVCGhpyYAMWk11w5C8ih,500000000:500000000,3M92sq9ssFaNbEwF47uteVKJsbw125juS7:3AjEyET1czNUUHetUKYQn1WV9tPEvoXCZ5,474468903:525500000,31097
232b8a0ca130fd8868ec50cff9d1f5eb31884303879615bd72883d882f69e9eb,12nsDWPW3rN89SCcaSGHTwH6fZ8d2rur89,1048596,34zDBkAD9cLDeJCxAcBufdj4YnxHKsvhru:1BrasiLb2KMbdtuhb1chAVnS2FvcNGfV9J,600000:434551,14045
b5a1d2ab90073562d73d456ff097ab6e993aeb6dca3c4da3367b7bf068bc9239,1JwA65kVf2KZ2v26n6rePRoYq3okULAa41,5234960,bc1qynfxjjzk3h6qf4lwsvsnpj34pjl2vt48g33sde:bc1q00zndmlwzkg4886pl7x00hj9rcfrfpgcra78zv,3663836:1570557,567
84a962d2ede9f243b304a242acc29a1e14b1fb5a103d67de5e3714d530690c15,bc1qemf36p5ynkhngpwp04zzmhd0nmq2fzs6y65lyv,1410581,bc1qq9s25kmcrpyskn7gpf8z4upwuwmsrucg8tjfsu,1404421,6160
1bd1cfa46abe02379ae7e9166fd6a748790a633ab9c385ce02895332ff77ac57,1Bx9LZjWMJ31SSpQiRNsiBUNsWsdLBHQgw:1Bx9LZjWMJ31SSpQiRNsiBUNsWsdLBHQgw,155661:110096,bc1q6nrneww6gg7pdk067wqnflcqlsyex9dadckaxy:bc1qlj9mvg8p2wyx6a5u8ycx9hm7h5ktfpr9ylk0x6,86007:178640,1110
938d16c74de813882ededc12838c3f4f7026790f1bf1bc973ad23488ff315fb7,3KcbY4XFDcMPVMKTyih7bX4WPDKiUHBGPZ,136765607,bc1qz8whuc2l3a36sp8pqpvvtlk5yp208ghs8gt4h6:38TBtCzD5M1jy2EDcbQoa2tF2SbUCvjEUA,1581667:135174976,8964
8ff429c69369a16002ac2643527d3aa604296829a1c4b4d4806d1682fd2743bf,bc1q4pxecfa8zdg0yq59rqwhwt8g4qzuqearx4tgev,17719132,bc1qru9yzrhntsv2c3p4vuulyqvxl42krc7annv493:18H5tSNpCt94hmMT13Q95YvLCCCYhXq7Yh,17058814:641720,18598
7a67b9b1fb24cd6f233a15d4a93d10f62c6379749d6dea2b385c7d63a79c8d28,3BYDwtmMFANRnEJb5wCo21GH6boK5F6GEp,9546,3DkF8kHEaWt9kaxsAnDGuHr9X6Gf9kSYuD,3594,5952
b7f8b1ea7465753295fdcac1550f122347c50922e3c20bccc61d5ec66428160e,bc1qxlxmtympdhms8u2h95k47mssrjhnq2hk3hqyc4,6753300,1GmRKyojFJTmCijfeJ6LrfSezZ7HqoQmGw:bc1q9hca7c6jtdytx2udgkt8gq4wery7xdsam3nk56,4413999:2338965,336
e86440d070e9144b280c42476ff9623bacb0b54d349981e467c4eea2cf26866d,19aUSmSkecQ6R79wYZ8atLmxM4DceQpyvA,182749,bc1qx0z6l4hdlyhjv3jac987zc70dauuls3w0n5r3y,179914,2835
d762bf77878a66834a2af406f08973fc2bf217bfb7e4320a52313678de75728b,bc1qdkd7d3rsxzj5qh7z3s6pkrkmru3x63mse4ca4x,145391,1rvPSTMEK6Vj3R3xRqCXyV5MThaapZbBg:bc1qdkd7d3rsxzj5qh7z3s6pkrkmru3x63mse4ca4x,81221:55962,8208
7d969aa307b171ec5ff82b37cbd43461d80643c2e9f383f2d007c4e4eb030e91,3HS58ZSYDsSnuBasipnfR8FjxooJQpEiNw:bc1q4zs3zfhp55gxky9332vzhlq0fg5ahj7kssn5e6:3QXCwchdqUJyDd51t2fpcPazJa94qcsKty,310913:2096:1435790,3AHjK2uaRL7JHWaBkHbE4MoBPFuZ9hTEgr,1734735,14064
9fccac5ba4cb33829baeb6c6fcba4aecef77fa6ffd09a32b703bea12c2638573,3QuA4PHvyDmiRGXqhHxKb57B5P53W9F6M5,862785,1KVKDwLz5yDp9y5MTi7z7uMAKmKjeiRQkz,841254,21531
eba6228af16ad04e5e1f69ed120a4facf518bd809808c821fbfbb370395a388b,bc1qdrel063tn6url9txkql9eg0frfw2u6ad55vqyy:bc1qh3fhrksgapl5qe8rdwnhxl8nnw7fgkyq79kesu:37fbLcvtSy245bovH2xxqJnVmvPYBWjpyQ,61355:72139:117161,bc1q0x368xqgxes6ajp675z37hwqexyruljmfpxzq7:bc1qwptw6a2c5rghzmz53w9x9rlyg0j0vfur6zpwuf:1DQi7JkHAYi4fxzopFXRLAV9CvUjLFgR1q,59480:91680:98980,515
0131d4e86b469f28d931e014038f40fe82a76d612092c3ce3d5c1cbce70f31ec,1Ed78kTtm1TZ5TD3zudKtzgBZo3pgvutC3,556395,14wX2Tk8te6ffDxzcx9YnghHm7TFeQEjbp,534507,21888
af232bce9a5f175ef3211a3fb3b713bbb6e71ec0909d3742d8d82a3b0df79d5a,3EmRDBqru2R1nkmVEyAgRXaXcSEeXP9jkH:3MVJgQbkemjfu2mPYHnVs4mDMWwHVgXRCw:3MVJgQbkemjfu2mPYHnVs4mDMWwHVgXRCw,1077945420:56830136:5522117,34FUZKqmkZ9xbaVkPjH3U8d3Q4KNCqPYjF:bc1q9ahuttgdnw0l5mdu23pu5vz5q60zrt77m6k6fs,296973:1140000000,700
c3c87fdb6a45d697ff7ad01367ae9a347492305ffadcd1d854aab4be8b60de91,3PRYhPRtVMnYD4dZ8oB9APy6My3tefPfAd,1330428,36Eqav6XMhhXeaFPYEncSS24FMWvmDxJ6u:3AJnJWu6uywLNbmXbVuYYtC7HpqFaVuj3M,1200000:121387,9041
0a2ab62e5b7d99ddbc13d251634eef9dd2972ffeaeaceaa119c4ecdb5010c5f1,bc1qpepa5j04yamx3wxqjgsl8m9je8y6mp7mpv896n,170936,bc1qpepa5j04yamx3wxqjgsl8m9je8y6mp7mpv896n:1bfvBCqhoXyXVfRYrr4SjKHjWakAu6uqY,11516:159000,420
318ae8c77d42e7ec0f8c0cbd7aa8b4cbadb055581cd9d31763111f5a38f219e9,bc1qgfzvjnre585l2phez7st0m4gzfllq7m8l7xhlr,4163391,1JjNY898knnhVR9Wi2NTsVxNfPJE9t2ukk:bc1qrlzy4mrkca0kw0c3hl8f65dzrs94awved252hc,2788256:1374799,336
14daf85c2fe4efa46264e42c95b7324d7618da207fea3a18e290a9d85be3c257,1Awd3BKNJEfgtmhGupZxhxmetjH2wUPw5F,310529,3GWFZjSq9G3rxz2Bw7stEDrzhEvxhq7sXH,291047,19482
5d1e8f2095f5a8b43c620f7ecae07a66444169c5e71fb55c842a8ebc6989ff10,bc1qrw2v877txcxp000tewghtp5ztl3wxq50ylm063:bc1qzluhzux4kepm4zarum86l3s5506mve3zchynw6,1140095:1414131,bc1qh3jrvtrk2wspylspuz5a7le4gzztq24zlw7fv3:3Ld75KgTMWGMn5N9cHxvrU1RLBtxUa9bzS,1873273:669710,11243
98fd4f81d1293611f214d94bfcd897e4d385f1c5a562086714582eb11fdd10d7,3KoRHDx4xcrzbG9WPmhTeFwNx4DFPtcLny,30040683,bc1q4ez9msveruvjs8gezvxd6y0psrkwrtd3a7k6sj:3EEJFjZURxShNr2AoJtbfcvCB749yzP7LP,143585:29879710,17388
ae3aa5794b3773999d42b30d3a94090cc87978925b9c3c2e2921f0f2642bc034,1PAYHDo4T3NbnWrkY9pGsDK62Ua7Ew3X9z,145736,38Nta9ysF6wzEVn1LxoReF83dDutymWSiX:14MMKmUDCq6RmLBChvmwrctvkwKP3WC569,2208:141268,2260
cc656d71cb7c67eca1a8eab27e56a4020597f353c13bcab9b3e0058ab9121ef1,bc1qyzc3c5kya49hce9eu2jq4hm6hxhjzlrr9snpdp,684188,bc1qllmcvn3jmq42m4ek5clga03yj95p5rd4v5sgy7:3GrpHHuZXMrBDF9WjfJPM8qBfggqwthkH7,7084:671554,5550
302357445366632873e064cdeb1785c22994afba06bb5a9574a8018ea2021ac3,3QGnBtBHPRNsiDW4n5F4938XE39KtsZ8k2,537125771,3JHEWk8RYbaJo4TUiZfHAPhnRSdiVkWNxw:35hPmiz1czfWZmgpEEPxbG5m2BWJFnPJaT,535650493:1432782,42496
d76de8fe6a328055a0bc6f223cfe1e12dd0f2a93972b2ce8657c3fc2b426b422,bc1qaw7e304esayf9ph9j5hn8uz6nwecudy6kvp2wu,95672029,bc1qpqrhjxs7ezr0j6g9c6la235j2vy5jvzg5qj56m:bc1qaw7e304esayf9ph9j5hn8uz6nwecudy6kvp2wu,241658:95421686,8685
fad84ba4d233091d5e1a102a7ffa3c979d79e44e41f707931aea503cdf1e2dad,3DA5aQAjg226NkdxJHKQFXsxFq5pLSyreV:3QZonAvYZwSagUKD3qQBE8KdfRCuMPP8NP,129612:351713,bc1qhnj60l46e42lq4dvemvpt2pa0lwsu26raenw6z:3CwxXWDvhC64jF2RrPi8sspM86s9Z5eBDM,138914:330913,11498
0e17dfb00fc356807310bf37fe68a13f952eaa7a311b6c6fbfe91de0723e089b,bc1qn6aew4c693xweufvq5q39l3axezp4g3j6s38jd,2324063,32ftwffeSsTtXMnPS5GJeLp8eRY3g3WCPf:bc1qzqn585haajz4v9q8jtqk5hyg888mpgxpmkzufx,310807:2012926,330
f3fc9c6d640baa27e8e13961abc39563a7fe5a137c512b29405ad011317cf6ad,bc1qag84nns3q4fg5233cxvga5f6j0m6v2dm4yrkar,183593,3ARWUgzhzGkUYNKZc72hZV9X6VZZQHHgwm:bc1q2wx4xaugzft5sfhd2qru2k4dtrk753gr9vffl7,181875:1388,330
4c3ec0e527ccc89498e8c11eb0a740dc8d95bb9cc923ad487297d710ebe56107,35rS3Ty4HFNZuw2vFSnEoC67emee7NLX67,12801358,bc1q5vtv90vz7w8ld2sqt0d034lmws9ggr9hccdavt:31xeF5XwsmXJYHQJFCdpEjMDsigX3KRmKd,6400000:6391542,9816
a72f0b0af3271ecf177a42e827fffd1b091c89a604fe2c59712cf35110ea88b3,3MZgQ4TV2MQaVtYWM2mFcaHcb84GjNzVF2:3MZgQ4TV2MQaVtYWM2mFcaHcb84GjNzVF2,576541:591922,3EYZGVedGj3pmYa2ZGHGnMuhV2Kie6yZJK:1GPHcSyffVVHJZhhupQ8Laa667A851sDsK,466114:700000,2349
1fb772ad101f26dea2c19c60d8b6a46dec32a8166ec6eff72d2a62efab770072,bc1qcfxe64957vnr5ady72832ujd84dp4e7nnh5ljj,15725481,bc1q8v239vcjgkrert4fanltwefdqhnqld52pae2cx:bc1q44kttdl3x0d3k3lx54xw955uuexvctwkkwjmqt,1542022:14183132,327
6dce2afe51e2e9348fef5e6a9b53e6adb81b188b585e16ae8ab6fe5a32b6f9e3,3Lty7n347eibaCxsv9c4PYmSFXv1JabUU1,68366562,bc1qa8r8qldwy6vlp7t5zvc008vlecnmy0jmm8uqna:3LxeJV8xaiaZithfpTLZ1h5yEbuLenBAiZ,801345:67550457,14760
1e9d166138bfffb683eec05aab17750eeabec1d7013301b8e692edbc124e8e61,1DuicWT19B3TLeBFC72pQFrtc6UUfnLM5a:142MxRNHrYTsBWgtPLMyS4pCoZSyXfrq98,141190:81899,3Eif6yisUQbDBFSgb7GPJRDFJFeGFfVs5E:143AgfTjAPyw2b4Q76BKjLKE7KsuTZBNEJ,186494:16569,20026
ac2cc5737217446743cce4ad747e826a670baf42ecadeb2e352a641f99a88d81,3BHBp2NviHiRkwEyqWjQ9MSh7s9Lcq1ULE,6285571,1J8Wc173Ln6zzz32Nb8ULdG2M1b6TWcFZA:3PSjwrAmJURz6JcdCNZAQgAFvsGmuBwEex,57034:6226419,2118
94771d354319fd1e89ef6dea943ac1656f558a7630048f5e12d0472148126c81,bc1ql4p2vt956hu9ew7m4dkrl4vx34220dysmkyftl,1466321,bc1ql4p2vt956hu9ew7m4dkrl4vx34220dysmkyftl,1465673,648
6f30444318419d38bbc2737b3200b31e76f11d9371f7f2a65be7b434c3b4bd77,3BPJvxC8ZEiVsjMNXnRA25KnpsA2Qj2fVt,353493364,1DgUXVQ2Wnw8wAt1A8YasCoQw31iV61gHJ:3E6YLNLTZ4gqfVQorcnaCX15X6GqehkBJW,40522765:312957465,13134
a2dcfb8b17f0b461dc2f3151b1bd9edbd4c6198d7e2653b790bb769a0cd03830,1EjR3XD9dRUbis4PTUJsZ4oEzE94CaFKb6,600733949,3B87wtsvBHUYsMcAD6dSDBw5P9fopDEcei:1JKQKRc4KLmEtPXXyCLu2xT5m3Wh1QFRTA,600000000:721745,12204
f7fdb40cf6d41033c9da907d85464dbe6af5162c8ad75a62745090576a62f488,3EBMTPSzGoV4HWSDNvefFhcLE9wyVAiRRh,7836094240,3PVP2MRcCHxCMuhza52rrKRcfxPEpRX6SE:3K8SM7PuQq4rktUxxA1jbLUhh5MhxQPMJi:3DtZFm4WzQwcBKgfV2hxCZhQRGa2AKmnti,883500:7819240940:15950000,19800
306e374dfb8c89de4f3d980a9dcf891d107cf7bc7cc25d456eec84e0518a03f5,3HCgkuPYoNu74BG6o7iiJgdGMhzuzSjt41,3395912,bc1qlhukrgz3y8zesfedxg7xx36ta2mmh50pgacrn749dfs4mfxcs2cq7qaemy,3384626,11286
9a65479c7da8e13463f6e7b37068cbb5e4df5011ee8ccb1bb5aa29d1c522a7a6,3En8CqaSThcrZBsWkeCRQaiugsZvk3v2yt,6315160,3MkhRL5HEnATskesab1RuCAYULYrRvb3Qs:3ActSv4K9E4ipKastbJBMdaK8vAA9Lch1n:1LJULecTpkFhhgMsLEx6NngXvM6RXM92ZA,4950418:1254176:90406,20160
e92d5e973c6d1a562545c9514f15c3d348da76f804d61055388c7b9df41de563,1NB7gGv8xngzwDQpdLfUfF4MmdgF4P1Z9L:16sDocKvLAvq18ac2a7vDZ5Rv6K2DfzGJN,1882623:561828,1GVRYUG39oh8dSFydK7eNPhMKAZhyFq8sV:1CztVFdSeEXM5DpmgKZ8SVoR42JvXWpYR5,203993:2223628,16830
671dd9d0f6039329469e57395fb7cefa68e4e4ff59e2403856ea82c8b022b273,bc1qaw7e304esayf9ph9j5hn8uz6nwecudy6kvp2wu,540674750,bc1qne97vj6d3eh0t59etjapw7936mxn5ck726dywp:bc1qaw7e304esayf9ph9j5hn8uz6nwecudy6kvp2wu,5293693:535367706,13351
ca82a6bb440b06c2000011a8b567f81bb1d7fc9e5a6fa3da21c153d46910fbd8,1KGZX1g7Yc1JJdffiE2r7b2rDTQEhptCT4,106119,37qYR9cMRmstoHTjR2dMvUWEUyFCM3RfRT,101811,4308
